index,mid,display_name
72,/m/07qf0zm,Uluma
73,/m/07rc7d9,Hav hav
74,/m/0ghcn6,Hırıltı
75,/t/dd00136,Whimper (köpek)
76,/m/01yrx,Kedi
77,/m/02yds9,Mırlamak
78,/m/07qrkrw,Miyav
79,/m/07rjwbb,Tıslama
80,/m/07r81j2,Azgın kedi sesi
81,/m/0ch8v,"Hayvancılık, çiftlik hayvanları, çalıştırılan hayvanlar"
82,/m/03k3r,At
83,/m/07rv9rh,Klip-clop
84,/m/07q5rw0,"Neigh, kisner"
85,/m/01xq0k1,"Sığır, sığırlar"
86,/m/07rpkh9,Böğürme
87,/m/0239kh,Cowbell
88,/m/068zj,Domuz
89,/t/dd00018,Oink
90,/m/03fwl,Keçi
91,/m/07q0h5t,Melemek
92,/m/07bgp,Koyun
93,/m/025rv6n,Tavuk
94,/m/09b5t,"Tavuk, horoz"
95,/m/07st89h,Gıdaklama
96,/m/07qn5dc,", Öten horoz-a-doodle-doo"
97,/m/01rd7k,Türkiye
98,/m/07svc2k,Silip süpürmek
99,/m/09ddx,Ördek
100,/m/07qdb04,Vak
101,/m/0dbvp,Kaz
102,/m/07qwf61,Korna sesi
103,/m/01280g,Yabani hayvanlar
104,/m/0cdnk,"Gürleyen kediler (aslanlar, kaplanlar)"
105,/m/04cvmfc,Kükreme
106,/m/015p6,Kuş
107,/m/020bb7,"Kuş seslendirme, kuş çağrı, kuş şarkı"
108,/m/07pggtn,"Cik, cik"
109,/m/07sx8x_,Şikâyet
110,/m/0h0rv,"Güvercin, kumru"
111,/m/07r_25d,Mırıldanmak
112,/m/04s8yn,Karga
113,/m/07r5c2p,Gak
114,/m/09d5_,Baykuş
115,/m/07r_80w,Yuh
116,/m/05_wcq,"Kuş uçuşu, çırparak kanatları"
117,/m/01z5f,"Canidae, köpekler, kurtlar"
118,/m/06hps,"Kemirgenler, sıçan, fare"
119,/m/04rmv,Fare
120,/m/07r4gkf,Pıtırtı
121,/m/03vt0,Böcek
122,/m/09xqv,Kriket
123,/m/09f96,Sivrisinek
124,/m/0h2mp,"Sinek, karasinek"
125,/m/07pjwq1,Vızıltı
126,/m/01h3n,"Arı, arı vb"
127,/m/09ld4,Kurbağa
128,/m/07st88b,Gaklamak
129,/m/078jl,Yılan
130,/m/07qn4z3,Çıngırak
131,/m/032n05,Balina şarkısı
132,/m/04rlf,Müzik
133,/m/04szw,Müzik aleti
134,/m/0fx80y,Mızraplı yaylı çalgı
135,/m/0342h,Gitar
136,/m/02sgy,Elektro gitar
137,/m/018vs,Bas gitar
138,/m/042v_gx,Akustik gitar
139,/m/06w87,"Çelik gitar, slayt gitar"
140,/m/01glhc,Dokunulduğunda (gitar tekniği)
141,/m/07s0s5r,Kötü çalmak
142,/m/018j2,Banço
143,/m/0jtg0,Sitar
144,/m/04rzd,Mandolin
145,/m/01bns_,Kanuna benzer bir çalgı
146,/m/07xzm,Havai kitarası
147,/m/05148p4,Klavye (müzikal)
148,/m/05r5c,Piyano
149,/m/01s0ps,Elektrikli Piano
150,/m/013y1f,Organ
151,/m/03xq_f,Elektronik organı
152,/m/03gvt,Hammond org
153,/m/0l14qv,Synthesizer
154,/m/01v1d8,Örnekleyici
155,/m/03q5t,Harpsikord
156,/m/0l14md,Vurmalı
157,/m/02hnl,Bateri seti
158,/m/0cfdd,Davul makinesi
159,/m/026t6,Davul
160,/m/06rvn,Trampet
161,/m/03t3fj,Rimshot
162,/m/02k_mr,Davul sesi
163,/m/0bm02,Bas davul
164,/m/011k_j,Timpani
165,/m/01p970,Tabla
166,/m/01qbl,Zil
167,/m/03qtq,Hi-şapka
168,/m/01sm1g,Kütük
169,/m/07brj,Tef
170,/m/05r5wn,Hırıltı (alet)
171,/m/0xzly,Maraca
172,/m/0mbct,Gong
173,/m/016622,Borulu çan
174,/m/0j45pbj,Mallet perküsyon
175,/m/0dwsp,"Marimba, ksilofon"
176,/m/0dwtp,Glockenspiel
177,/m/0dwt5,Vibrafon
178,/m/0l156b,Çelik tava
179,/m/05pd6,Orkestra
180,/m/01kcd,Pirinç enstrüman
181,/m/0319l,Korno
182,/m/07gql,Trompet
183,/m/07c6l,Trombon
184,/m/0l14_3,Telli çalgılar
185,/m/02qmj0d,Dize bölüm
186,/m/07y_7,"Keman, keman"
187,/m/0d8_n,Pizzicato
188,/m/01xqw,Çello
189,/m/02fsn,Kontrbas
190,/m/085jw,"Rüzgar enstrüman, üflemeli çalgı"
191,/m/0l14j_,Flüt
192,/m/06ncr,Saksofon
193,/m/01wy6,Klarnet
194,/m/03m5k,Harp
195,/m/0395lw,Çan
196,/m/03w41f,Kilise çanı
197,/m/027m70_,Çan çınlaması
198,/m/0gy1t2s,Bisiklet çan
199,/m/07n_g,Diyapozon
200,/m/0f8s22,Melodi
201,/m/026fgl,Rüzgar çanı
202,/m/0150b9,Değişim zil (campanology)
203,/m/03qjg,Armonika
204,/m/0mkg,Akordeon
205,/m/0192l,Gayda
206,/m/02bxd,Didgeridoo
207,/m/0l14l2,Şofar
208,/m/07kc_,Theremin
209,/m/0l14t7,Şarkı kase
210,/m/01hgjl,Kazıma (performans tekniği)
211,/m/064t9,Pop müzik
212,/m/0glt670,HipHop müzik
213,/m/02cz_7,Beatbox
214,/m/06by7,Rock müzik
215,/m/03lty,Ağır metal
216,/m/05r6t,Punk rock
217,/m/0dls3,Grunge
218,/m/0dl5d,İlerleyen kaya
219,/m/07sbbz2,Rock
220,/m/05w3f,Psychedelic Rock
221,/m/06j6l,Ritim ve Blues
222,/m/0gywn,Soul müzik
223,/m/06cqb,Reggae
224,/m/01lyv,Ülke
225,/m/015y_n,Salıncak müzik
226,/m/0gg8l,Bluegrass
227,/m/02x8m,Korku
228,/m/02w4v,Halk Müziği
229,/m/06j64v,Orta Doğu müziği
230,/m/03_d0,Caz
231,/m/026z9,Disko
232,/m/0ggq0m,Klasik müzik
233,/m/05lls,Opera
234,/m/02lkt,Elektronik müzik
235,/m/03mb9,Ev Müziği
236,/m/07gxw,Techno
237,/m/07s72n,Dubstep
238,/m/0283d,Davul ve bas
239,/m/0m0jc,Electronica
240,/m/08cyft,Elektronik dans müziği
241,/m/0fd3y,Ortam müzik
242,/m/07lnk,Trans müzik
243,/m/0g293,Latin Amerika'nın Müzik
244,/m/0ln16,Salsa müziği
245,/m/0326g,Flamenko
246,/m/0155w,Hüzün
247,/m/05fw6t,Çocuklar için Müzik
248,/m/02v2lh,New age müzik
249,/m/0y4f8,Vokal müzik
250,/m/0z9c,Bir capella
251,/m/0164x2,Afrika'nın Müzik
252,/m/0145m,Afrobeat
253,/m/02mscn,Hristiyan müziği
254,/m/016cjb,Kilise müziği
255,/m/028sqc,Asya'nın Müzik
256,/m/015vgc,Karnatik müzik
257,/m/0dq0md,Bollywood Müzik
258,/m/06rqw,Ska
259,/m/02p0sh1,Geleneksel müzik
260,/m/05rwpb,Bağımsız müzik
261,/m/074ft,Şarkı
262,/m/025td0t,Arka plan müziği
263,/m/02cjck,Tema müziği
264,/m/03r5q_,Jingle (müzik)
265,/m/0l14gg,Film müziği müzik
266,/m/07pkxdp,Ninni
267,/m/01z7dr,Video oyun müzik
268,/m/0140xf,Noel müziği
269,/m/0ggx5q,Dans müziği
270,/m/04wptg,Düğün müzik
271,/t/dd00031,Mutlu müzik
272,/t/dd00033,Hüzünlü müzik
273,/t/dd00034,İhale müzik
274,/t/dd00035,Heyecan verici müzik
275,/t/dd00036,Kızgın müzik
276,/t/dd00037,Korkunç müzik
277,/m/03m9d0z,Rüzgar
278,/m/09t49,Sallanan yapraklar
279,/t/dd00092,Rüzgar gürültüsü (mikrofon)
280,/m/0jb2l,Sağanak
281,/m/0ngt1,Gök gürültüsü
282,/m/0838f,Su
283,/m/06mb1,Yağmur
284,/m/07r10fb,Yağmur Damlası
285,/t/dd00038,Yüzeyde Yağmur
286,/m/0j6m2,Akış
287,/m/0j2kx,Şelale
288,/m/05kq4,Okyanus
289,/m/034srq,"Dalgalar, sörf"
290,/m/06wzb,Buhar
291,/m/07swgks,Gurgling
292,/m/02_41,Ateş
293,/m/07pzfmf,Çatırtı
294,/m/07yv9,Araç
295,/m/019jd,"Tekne, Su taşıt"
296,/m/0hsrw,"Yelkenli, yelkenli gemi"
297,/m/056ks2,"Rowboat, kano, kano"
298,/m/02rlv9,Motorlu Sürat teknesi
299,/m/06q74,Gemi
300,/m/012f08,Motorlu araç (yol)
301,/m/0k4j,Araba
302,/m/0912c9,"Araç boynuz, araba korna, korna"
303,/m/07qv_d5,Korna sesi
304,/m/02mfyn,Araba alarmı
305,/m/04gxbd,"Elektrikli camlar, elektrikli camlar"
306,/m/07rknqz,Savrulma
307,/m/0h9mv,Lastik ispiyon
308,/t/dd00134,Araba geçerken
309,/m/0ltv,"Yarış araba, otomobil yarışları"
310,/m/07r04,Kamyon
311,/m/0gvgw0,Hava freni
312,/m/05x_td,"Hava boynuz, kamyon korna"
313,/m/02rhddq,Bip Geri vites
314,/m/03cl9h,"Dondurma kamyon, dondurma van"
315,/m/01bjv,Otobüs
316,/m/03j1ly,Acil araç
317,/m/04qvtq,Polis arabası (siren)
318,/m/012n7d,Cankurtaran (siren)
319,/m/012ndj,"Yangın motoru, itfaiye aracı (siren)"
320,/m/04_sv,Motosiklet
321,/m/0btp2,"Trafik gürültüsü, karayolu gürültü"
322,/m/06d_3,Demiryolu taşımacılığı
323,/m/07jdr,Tren
324,/m/04zmvq,Tren düdük
325,/m/0284vy3,Tren kornası
326,/m/01g50p,"Demiryolu araba, tren vagonu"
327,/t/dd00048,Squealing Tren tekerlekler
328,/m/0195fx,"Metro, metro, yeraltı"
329,/m/0k5j,Uçaklar
330,/m/014yck,Uçak motoru
331,/m/04229,Jet motoru
332,/m/02l6bg,"Pervane, airscrew"
333,/m/09ct_,Helikopter
334,/m/0cmf2,"Sabit kanatlı uçaklar, uçak"
335,/m/0199g,Bisiklet
336,/m/06_fw,Kaykay
337,/m/02mk9,Motor
338,/t/dd00065,Işık motor (yüksek frekans)
339,/m/08j51y,"Diş matkap, dişçi matkabı"
340,/m/01yg9g,Çim biçme makinesi
341,/m/01j4z9,Elektrikli testere
342,/t/dd00066,Orta motor (orta frekans)
343,/t/dd00067,Ağır motor (düşük frekans)
344,/m/01h82_,Motor vurma
345,/t/dd00130,Motor başlangıç
346,/m/07pb8fc,Boşta çalışma
347,/m/07q2z82,"Hızlanan, devirli, hınn"
348,/m/02dgv,Kapı
349,/m/03wwcy,Kapı zili
350,/m/07r67yg,Din don
351,/m/02y_763,Kayar kapı
352,/m/07rjzl8,Çarpmak
353,/m/07r4wb8,Vurmak
354,/m/07qcpgn,Dokunmak
355,/m/07q6cd_,Gıcırtı
356,/m/0642b4,Dolap açılır veya kapanır
357,/m/0fqfqc,Açık veya yakın Çekmece
358,/m/04brg2,"Yemekler, tencere, tava"
359,/m/023pjk,"Çatal, gümüş"
360,/m/07pn_8q,Kesme (gıda)
361,/m/0dxrf,Kızartma (gıda)
362,/m/0fx9l,Mikrodalga fırın
363,/m/02pjr4,Karıştırıcı
364,/m/02jz0l,"Su musluk, musluk"
365,/m/0130jx,Lavabo (dolgu ya da yıkama)
366,/m/03dnzn,Küvet (dolgu ya da yıkama)
367,/m/03wvsk,Saç kurutma makinesi
368,/m/01jt3m,Tuvalet sifonu
369,/m/012xff,Diş fırçası
370,/m/04fgwm,Elektrikli diş fırçası
371,/m/0d31p,Elektrikli süpürge
372,/m/01s0vc,Fermuar (giyim)
373,/m/03v3yw,Jangling Tuşlar
374,/m/0242l,Para (bırakarak)
375,/m/01lsmm,Makas
376,/m/02g901,"Elektrikli tıraş makinesi, elektrikli tıraş makinesi"
377,/m/05rj2,Kartların dağıtılması
378,/m/0316dw,Yazıyor
379,/m/0c2wf,Daktilo
380,/m/01m2v,Bilgisayar klavyesi
381,/m/081rb,Yazı
382,/m/07pp_mv,Alarm
383,/m/07cx4,Telefon
384,/m/07pp8cl,Telefon zili
385,/m/01hnzm,Zil
386,/m/02c8p,"Telefon arama, DTMF"
387,/m/015jpf,Çevir sesi
388,/m/01z47d,Meşgul sinyali
389,/m/046dlr,Alarm saati
390,/m/03kmc9,Siren
391,/m/0dgbq,Sivil savunma sireni
392,/m/030rvx,Buzzer
393,/m/01y3hg,"Duman detektörü, duman alarmı"
394,/m/0c3f7m,Yangın alarmı
395,/m/04fq5q,Sis düdüğü
396,/m/0l156k,Islık
397,/m/06hck5,Buhar düdük
398,/t/dd00077,Mekanizmalar
399,/m/02bm9n,"Ratchet, mandal"
400,/m/01x3z,Saat
401,/m/07qjznt,Kene
402,/m/07qjznl,Tik tak
403,/m/0l7xg,Gears
404,/m/05zc1,Kasnaklar
405,/m/0llzx,Dikiş makinesi
406,/m/02x984l,Mekanik fanı
407,/m/025wky1,Klima
408,/m/024dl,Yazar kasa
409,/m/01m4t,Yazıcı
410,/m/0dv5r,Kamera
411,/m/07bjf,Tek lensli refleks fotoğraf makinesi
412,/m/07k1x,Araçlar
413,/m/03l9g,Çekiç
414,/m/03p19w,Jackhammer
415,/m/01b82r,Testere
416,/m/02p01q,Dosyalama (törpü)
417,/m/023vsd,Zımpara
418,/m/0_ksk,Elektrikli aletlerin
419,/m/01d380,Matkap
420,/m/014zdl,Patlama
421,/m/032s66,"Silah atışı, silah sesleri"
422,/m/04zjc,Makineli tüfek
423,/m/02z32qm,Kurşuna dizmek
424,/m/0_1c,Topçu yangın
425,/m/073cg4,Cap tabanca
426,/m/0g6b5,Havai fişek
427,/g/122z_qxw,Fişek
428,/m/07qsvvw,"Burst, pop"
429,/m/07pxg6y,Püskürme
430,/m/07qqyl4,Boom
431,/m/083vt,Odun
432,/m/07pczhz,Pirzola
433,/m/07pl1bw,Kıymık
434,/m/07qs1cx,Çatlak
435,/m/039jq,Bardak
436,/m/07q7njn,"Çinli, çın"
437,/m/07rn7sz,Kırmak
438,/m/04k94,Sıvı
439,/m/07rrlb6,"Sıçrama, sıçramak"
440,/m/07p6mqd,Sıçratmak
441,/m/07qlwh6,Ezmek
442,/m/07r5v4s,Damlama
443,/m/07prgkl,Dökün
444,/m/07pqc89,"Damla, damla"
445,/t/dd00088,Coşma
446,/m/07p7b8y,Dolgu (sıvı) ile
447,/m/07qlf79,Sprey
448,/m/07ptzwd,Pompa (sıvı)
449,/m/07ptfmf,Karıştırmak
450,/m/0dv3j,Kaynamak
451,/m/0790c,Sonar
452,/m/0dl83,Ok
453,/m/07rqsjt,"Whoosh, swoosh, swish"
454,/m/07qnq_y,"Yumruk, güm"
455,/m/07rrh0c,Thunk
456,/m/0b_fwt,Elektronik tuner
457,/m/02rr_,Etkileri birimi
458,/m/07m2kt,Koro etkisi
459,/m/018w8,Basketbol sıçrama
460,/m/07pws3f,Patlama
461,/m/07ryjzk,"Tokat, tokat"
462,/m/07rdhzs,"Dövmek, Patlat"
463,/m/07pjjrj,"Smash, çarpışma"
464,/m/07pc8lb,Son Dakika
465,/m/07pqn27,Zıplayan
466,/m/07rbp7_,Kırbaç
467,/m/07pyf11,Kapak
468,/m/07qb_dv,Kaşımak
469,/m/07qv4k0,Kazımak
470,/m/07pdjhy,Ovmak
471,/m/07s8j8t,Rulo
472,/m/07plct2,Ezme
473,/t/dd00112,"Crumpling, crinkling"
474,/m/07qcx4z,Yırtılma
475,/m/02fs_r,"Bip, bip"
476,/m/07qwdck,Ping
477,/m/07phxs1,Ding
478,/m/07rv4dm,Çınlama
479,/m/07s02z0,İspiyon
480,/m/07qh7jl,Gıcırtı
481,/m/07qwyj0,Hışırtı
482,/m/07s34ls,Pırlamak
483,/m/07qmpdm,Takırdamak
484,/m/07p9k1k,Cızırtı
485,/m/07qc9xj,Tıklama
486,/m/07rwm0c,Tıklamalarınız laklak
487,/m/07phhsh,Gümbürtü
488,/m/07qyrcz,Lop
489,/m/07qfgpx,Jingle çıngırtı
490,/m/07rcgpl,Uğultu
491,/m/07p78v5,Vınlama
492,/t/dd00121,Sıçrama
493,/m/07s12q4,Çatırtı
494,/m/028v0c,Sessizlik
495,/m/01v_m0,Sinüs dalgası
496,/m/0b9m1,Harmonik
497,/m/0hdsk,Cik sesi
498,/m/0c1dj,Ses efekti
499,/m/07pt_g0,Nabız
500,/t/dd00125,"İçeride, küçük Oda"
501,/t/dd00126,"İçeride, büyük oda veya salon"
502,/t/dd00127,"İçeride, kamusal alan"
503,/t/dd00128,"Dışarıda, kentsel ya da insan yapımı"
504,/t/dd00129,"Dışarı, kırsal veya doğa"
505,/m/01b9nn,Yanloşamöa
506,/m/01jnbd,Eko
507,/m/096m7z,Gürültü
508,/m/06_y0by,Çevresel gürültü
509,/m/07rgkc5,Statik
510,/m/06xkwv,Uğultu
511,/m/0g12c5,Çarpıtma
512,/m/08p9q4,Sidetone
513,/m/07szfh9,Kakofoni
514,/m/0chx_,Beyaz ses
515,/m/0cj0r,Pembe gürültü
516,/m/07p_0gm,Zonklama
517,/m/01jwx6,Titreşim
518,/m/07c52,Televizyon
519,/m/06bz3,Radyo
520,/m/07hvw1,Alan kaydı
